,words,counts
1114,无能为力,2
1115,直指,2
1116,难理出,2
1117,资本家,2
1118,E5%,2
1119,遇见,2
1120,无愧于,2
1121,伏笔,2
1122,铺天盖地,2
1123,一回,2
1124,潜力,2
1125,跌宕起伏,2
1126,学会,2
1127,一枝,2
1128,肉体,2
1129,奠定,2
1130,精神,2
1131,令,2
1132,平等,2
1133,母亲,2
1134,找,2
1135,gay,2
1136,教室,2
1137,送,2
1138,宿命,2
1139,来世,2
1140,民国时期,2
1141,普通人,2
1142,建议,2
1143,黄磊,2
1144,顶峰,2
1145,漂亮,2
1146,错过,2
1147,国际,2
1148,本色,2
1149,嫌弃,2
1150,想法,2
1151,承认,2
1152,轰轰烈烈,2
1153,有意思,2
1154,阴柔,2
1155,北京,2
1156,无常,2
1157,Farewell,2
1158,查,2
1159,顾长卫,2
1160,百姓,2
1161,高贵,2
1162,自小,2
1163,不亡,2
1164,弹幕,2
1165,哇哇大哭,2
1166,更具,2
1167,那年,2
1168,家,2
1169,人大,2
1170,得以,2
1171,倫理,2
1172,叙述,2
1173,水平,2
1174,内外,2
1175,基础,2
1176,队伍,2
1177,时代背景,2
1178,这步田地,2
1179,悲都,2
1180,恍惚,2
1181,NB,2
1182,一步步,2
1183,magnet,2
1184,一个个,2
1185,高于一切,2
1186,不准,2
1187,一口,2
1188,庆幸,2
1189,活得,2
1190,主义,2
1191,结尾处,2
1192,朝代,2
1193,我想,2
1194,骗,2
1195,刻意,2
1196,论文,2
1197,一宵,2
1198,25,2
1199,惊叹,2
1200,无可,2
1201,入,2
1202,眼泪,2
1203,放过,2
1204,无感,2
1205,想来,2
1206,香港,2
1207,坦然,2
1208,兼具,2
1209,纠结,2
1210,意识形态,2
1211,逝水,2
1212,其他人,2
1213,无疑,2
1214,kd,2
1215,21,2
1216,拍出,2
1217,刚毅,2
1218,托付给,2
1219,设计,2
1220,不如说是,2
1221,法庭,2
1222,一秒钟,2
1223,愚人节,2
1224,杨,2
1225,模糊,2
1226,领导,2
1227,春花,2
1228,良将,2
1229,还护,2
1230,走过,2
1231,摧残,2
1232,良人,2
1233,12,2
1234,仅用,2
1235,葬送,2
1236,几分钟,2
1237,落幕,2
1238,惊讶,2
1239,汗毛,2
1240,永遠,2
1241,齣,2
1242,心碎,2
1243,横跨,2
1244,支持,2
1245,翻出,2
1246,个性,2
1247,戏梦,2
1248,东方,2
1249,表象,2
1250,梦醒,2
1251,无限,2
1252,红色,2
1253,揭露,2
1254,痛斥,2
1255,倩女幽魂,2
1256,未,2
1257,刷,2
1258,无比,2
1259,改,2
1260,已經,2
1261,輕,2
1262,清朝,2
1263,长镜头,2
1264,分数,2
1265,手,2
1266,wen,2
1267,世,2
1268,类,2
1269,格局,2
1270,amp,2
1271,身段,2
1272,戏是,2
1273,极,2
1274,要死,2
1275,满意,2
1276,奇怪,2
1277,评,2
1278,执拗,2
1279,dn,2
1280,a,2
1281,面面俱到,2
1282,脑海,2
1283,梦里,2
1284,跳出,2
1285,第一遍,2
1286,美丽,2
1287,影评人,2
1288,爸媽,2
1289,还给,2
1290,過程,2
1291,保不住,2
1292,X,2
1293,这话,2
1294,色彩,2
1295,看得懂,2
1296,To,2
1297,纠葛,2
1298,記得,2
1299,太深,2
1300,科班,2
1301,荒诞,2
1302,当属,2
1303,永不,2
1304,叹息,2
1305,胆色,2
1306,身不由己,2
1307,忠臣,2
1308,一月,2
1309,几口,2
1310,￣,2
1311,良知,2
1312,维系,2
1313,時候,2
1314,痴迷,2
1315,烟斗,2
1316,土地,2
1317,放下,2
1318,始,2
1319,毒打,2
1320,疯癫,2
1321,风尘,2
1322,回来,2
1323,资本主义,2
1324,耗尽,2
1325,血泪,2
1326,无处不在,2
1327,尊严,2
1328,半世,2
1329,泪流满面,2
1330,一千个,2
1331,骨子里,2
1332,否定,2
1333,一是,2
1334,笑傲,2
1335,代入,2
1336,阿甘正傳,2
1337,认定,2
1338,同情,2
1339,只想,2
1340,二刷,2
1341,火,2
1342,半世纪,2
1343,保守,2
1344,知己,2
1345,意味着,2
1346,2h44min,2
1347,二十年,2
1348,心甘情愿,2
1349,时间跨度,2
1350,画面,2
1351,唱歌,2
1352,http,2
1353,功劳,2
1354,哪有,2
1355,倾情,2
1356,沧桑,2
1357,土鳖,2
1358,如梦里,2
1359,流,2
1360,四月,2
1361,技术,2
1362,此前,2
1363,題材,2
1364,犯病,2
1365,对立,2
1366,换来,2
1367,不用说,2
1368,融为一体,2
1369,象征,2
1370,自保,2
1371,个个,2
1372,搭,2
1373,冷雨葬,2
1374,尾,2
1375,得分,2
1376,起伏,2
1377,窒息,2
1378,btih,2
1379,一輩子,2
1380,张公公,2
1381,末代皇帝,2
1382,失望,2
1383,不愧为,2
1384,😭,2
1385,遗憾,2
1386,缠绵悱恻,2
1387,意识,2
1388,放,2
1389,戏服,2
1390,无愧,2
1391,身,2
1392,绝美,2
1393,感叹,2
1394,可悲,2
1395,拍摄,2
1396,标签,2
1397,大烟,2
1398,陳,2
1399,history,2
1400,护着,2
1401,勇敢,2
1402,撑,2
1403,状态,2
1404,一心,2
1405,戴,2
1406,江郎才尽,2
1407,想想,2
1408,這是,2
1409,时代特征,2
1410,第一流,2
1411,荡气回肠,2
1412,作者,2
1413,支撑,2
1414,袁世卿,2
1415,收藏,2
1416,Call,2
1417,夢,2
1418,太棒,2
1419,右,2
1420,几篇,2
1421,憋,2
1422,抗战,2
1423,分神,2
1424,描述,2
1425,原谅,2
1426,主题,2
1427,年前,2
1428,風華,2
1429,创造,2
1430,构筑,2
1431,思考,2
1432,時,2
1433,戏台,2
1434,媚俗,2
1435,批评,2
1436,演戏,2
1437,凱歌,2
1438,诞生,2
1439,越发,2
1440,内里,2
1441,泪水,2
1442,三,2
1443,美术,2
1444,著,2
1445,模样,2
1446,一树,2
1447,不解,2
1448,斗争,2
1449,那张,2
1450,意料之中,2
1451,荒涼,2
1452,打分,2
1453,那份,2
1454,几次,2
1455,手里,2
1456,师弟,2
1457,登上,2
1458,再见,2
1459,国内,2
1460,送给,2
1461,电影界,2
1462,北平,2
1463,似,2
1464,喜,2
1465,陷入,2
1466,长河,2
1467,打光,2
1468,莫名,2
1469,开出,2
1470,芦苇,2
1471,动人,2
1472,自此,2
1473,明天,2
1474,野心,2
1475,救,2
1476,有空,2
1477,儿女情长,2
1478,绝,2
1479,娶,2
1480,.....,2
1481,urn,2
1482,细胞,2
1483,归咎于,2
1484,千百年来,2
1485,很久很久,2
1486,周末,2
1487,某种,2
1488,赞,2
1489,丝毫,2
1490,抗日,2
1491,谎言,2
1492,奉献给,2
1493,男主,2
1494,日军,2
1495,顺序,2
1496,生动,2
1497,大爷,2
1498,失眠,2
1499,年三刷,2
1500,后台,2
1501,省略,2
1502,先,2
1503,本是,2
1504,全程,2
1505,捨,2
1506,三分之二,2
1507,竖,2
1508,四次,2
1509,难忘,2
1510,真真假假,2
1511,之际,2
1512,暴力,2
1513,深意,2
1514,死亡,2
1515,国粹,2
1516,孰是孰非,2
1517,解读,2
1518,刘邦,2
1519,尘埃,2
1520,思想,2
1521,女性,2
1522,最佳影片,2
1523,怔,2
1524,是从,2
1525,一瞬,2
1526,什麼,2
1527,有情,2
1528,不言,2
1529,强,2
1530,三大,2
1531,名花,2
1532,今日,2
1533,全国,2
1534,女儿身,2
1535,伪,2
1536,心死,2
1537,从来不,2
1538,厕所,2
1539,经典台词,2
1540,选对,2
1541,众星捧月,2
1542,醜陋,2
1543,打开,2
1544,第二次,2
1545,真是太,2
1546,纠缠,2
1547,浑浑噩噩,2
1548,重点,2
1549,師娘,2
1550,级别,2
1551,吸引,2
1552,暗示,2
1553,底蕴,2
1554,繁华,2
1555,天下,2
1556,十万,2
1557,扶持,2
1558,可爱,2
1559,回不去,2
1560,动容,2
1561,相爱,2
1562,主義,2
1563,常看,2
1564,风骨,2
1565,艺术性,2
1566,13,2
1567,退,2
